Series,Ball,CoverSName,CoverSFinish,Weight,RG,DIFF,MBDIFF,Finish_Number,Length,Backend,Hook,eVL,sVA,HookPotential
Pride Dynasty,Dominion™ Asymmetric,Leverage MFS Solid,2000 LSS,12,2.63,.028,.007,2000,41,68,68,58.1187480214475,36.068770176644556,49.80672696314404
Pride Dynasty,Dominion™ Asymmetric,Leverage MFS Solid,2000 LSS,13,2.56,.039,.009,2000,41,68,68,43.92367009122529,54.12349722967379,61.88810137600734
Pride Dynasty,Dominion™ Asymmetric,Leverage MFS Solid,2000 LSS,14,2.52,.043,.011,2000,41,68,68,35.665207893883625,63.78546819894527,65.10477665588398
Pride Dynasty,Dominion™ Asymmetric,Leverage MFS Solid,2000 LSS,15,2.50,.042,.010,2000,41,68,68,32.609945500760446,66.48985339908599,65.17336547595413
Pride Dynasty,Dominion™ Asymmetric,Leverage MFS Solid,2000 LSS,16,2.49,.041,.010,2000,41,68,68,30.923471250619002,67.82545045624498,62.4793811918638
Venom EXJ,Gear™ Symmetrical,Turmoil MXC Solid,2000 LSS,12,2.65,.016,,2000,55,65,70,65.5576045350069,24.41938734729568,42.05809748867926
Venom EXJ,Gear™ Symmetrical,Turmoil MXC Solid,2000 LSS,13,2.58,.023,,2000,55,65,70,52.52421460857795,39.90891762460181,49.205489228581854
Venom EXJ,Gear™ Symmetrical,Turmoil MXC Solid,2000 LSS,14,2.52,.029,,2000,55,65,70,41.35273752878168,53.18565786229283,56.51035573246549
Venom EXJ,Gear™ Symmetrical,Turmoil MXC Solid,2000 LSS,15,2.48,.034,,2000,55,65,70,33.817366844005214,62.47541451198157,62.5412998000242
Venom EXJ,Gear™ Symmetrical,Turmoil MXC Solid,2000 LSS,16,2.48,.031,,2000,55,65,70,34.08052473874206,61.159625038297364,61.28989460768141
Raptor Fury,Affliction™ V2 Symmetric,Leverage XFS Solid,2000 LSS,12,2.64,.029,,2000,58,71,80,62.643060109426855,31.895335281647647,47.942607329780905
Raptor Fury,Affliction™ V2 Symmetric,Leverage XFS Solid,2000 LSS,13,2.57,.040,,2000,58,71,80,49.25879299001538,49.13925152386615,61.69778337647053
Raptor Fury,Affliction™ V2 Symmetric,Leverage XFS Solid,2000 LSS,14,2.50,.053,,2000,58,71,80,35.69908727411275,67.2603607485407,68.16234565028385
Raptor Fury,Affliction™ V2 Symmetric,Leverage XFS Solid,2000 LSS,15,2.48,.055,,2000,58,71,80,31.97526158084732,71.68594082777105,70.05290915287334
Raptor Fury,Affliction™ V2 Symmetric,Leverage XFS Solid,2000 LSS,16,2.48,.053,,2000,58,71,80,32.15070017733855,70.8087478453149,69.26673205845634
Tank Yellowjacket,Flux™ Symmetric,Frixion M5 Microcell Polymer,1000 LSS,12,2.65,.012,,1000,33,33,41,62.50730022226774,21.984765081239075,39.08233473520577
Tank Yellowjacket,Flux™ Symmetric,Frixion M5 Microcell Polymer,1000 LSS,13,2.58,.020,,1000,33,33,41,49.38619099759318,37.91289184977328,46.696555694034124
Tank Yellowjacket,Flux™ Symmetric,Frixion M5 Microcell Polymer,1000 LSS,14,2.57,.018,,1000,33,33,41,47.78743604569728,38.80989241570428,46.50425590843252
Tank Yellowjacket,Flux™ Symmetric,Frixion M5 Microcell Polymer,1000 LSS,15,2.57,.015,,1000,33,33,41,48.05059394043411,37.49410294202007,45.00152063640224
Tank Yellowjacket,Flux™ Symmetric,Frixion M5 Microcell Polymer,1000 LSS,16,2.57,.013,,1000,33,33,41,48.226032536925345,36.616909959563934,43.98769345223255
Blue Coral Venom,Gear™ APG Asymmetric,Coercion MFH,4000 LSS,12,2.63,.020,.007,4000,73,80,52,64.19465020474392,33.6348278062863,45.9997633305967
Blue Coral Venom,Gear™ APG Asymmetric,Coercion MFH,4000 LSS,13,2.56,.028,.009,4000,73,80,52,50.26273016925856,50.373765385631316,55.4386973048768
Blue Coral Venom,Gear™ APG Asymmetric,Coercion MFH,4000 LSS,14,2.50,.033,.012,4000,73,80,52,37.96275617149168,64.42812534831046,63.360670136436845
Blue Coral Venom,Gear™ APG Asymmetric,Coercion MFH,4000 LSS,15,2.47,.036,.013,4000,73,80,52,31.971612226188178,71.47190087256135,67.3174183172982
Blue Coral Venom,Gear™ APG Asymmetric,Coercion MFH,4000 LSS,16,2.48,.032,.011,4000,73,80,52,34.9074937783685,67.1325105484512,64.21929551245623
Jackal Ambush,Predator™ V2 Asymmetric,Leverage Solid,1000 LSS,12,2.64,.030,.010,1000,43,68,85,55.10010525140558,35.70774952578545,50.070881721764934
Jackal Ambush,Predator™ V2 Asymmetric,Leverage Solid,1000 LSS,13,2.57,.040,.011,1000,43,68,85,41.3981520248343,52.91847468218129,63.69854181356471
Jackal Ambush,Predator™ V2 Asymmetric,Leverage Solid,1000 LSS,14,2.51,.049,.014,1000,43,68,85,28.747300834084978,68.72722060977273,69.03262777823485
Jackal Ambush,Predator™ V2 Asymmetric,Leverage Solid,1000 LSS,15,2.47,.054,.015,1000,43,68,85,20.806524743903182,78.4223826648668,74.18135870244997
Jackal Ambush,Predator™ V2 Asymmetric,Leverage Solid,1000 LSS,16,2.48,.047,.013,1000,43,68,85,24.005564190820355,72.76720286707243,69.7203731294031
Forge Ember,Detonator™ Symmetric,Infusion MXC Hybrid,2000 LSS,12,2.62,.032,,2000,68,75,70,58.83151511791582,36.75951185210606,50.3977232889907
Forge Ember,Detonator™ Symmetric,Infusion MXC Hybrid,2000 LSS,13,2.55,.045,,2000,68,75,70,45.27180940201311,54.8806210767807,61.13398977951545
Forge Ember,Detonator™ Symmetric,Infusion MXC Hybrid,2000 LSS,14,2.49,.054,,2000,68,75,70,33.83717442748007,69.47315078815583,69.03052790684976
Forge Ember,Detonator™ Symmetric,Infusion MXC Hybrid,2000 LSS,15,2.47,.055,,2000,68,75,70,30.201068032460267,73.4601343761581,70.84072259160541
Forge Ember,Detonator™ Symmetric,Infusion MXC Hybrid,2000 LSS,16,2.47,.054,,2000,68,75,70,30.28878733070588,73.02153788493004,70.44561812677408
Ripcord Launch,Torx V2 Symmetric,Propulsion MVP Pearl,5500 LSP,12,2.64,.029,,9000,73,88,58,78.37860780984722,35.04244482173172,41.87999563046214
Ripcord Launch,Torx V2 Symmetric,Propulsion MVP Pearl,5500 LSP,13,2.57,.041,,9000,73,88,58,64.90662139219013,52.72495755517829,48.689793580754134
Ripcord Launch,Torx V2 Symmetric,Propulsion MVP Pearl,5500 LSP,14,2.53,.048,,9000,73,88,58,57.19581211092244,62.89190718732318,60.02644819112499
Ripcord Launch,Torx V2 Symmetric,Propulsion MVP Pearl,5500 LSP,15,2.51,.048,,9000,73,88,58,53.64742501414825,66.44029428409738,61.350993177447116
Ripcord Launch,Torx V2 Symmetric,Propulsion MVP Pearl,5500 LSP,16,2.49,.048,,9000,73,88,58,50.099037917374126,69.9886813808715,62.589096506279105
Supra Rally,Quadfire™ V2 Symmetric,Propulsion DRS Pearl,5500 LSP,12,2.64,.040,,9000,80,83,45,77.41369552914547,39.867006225240495,51.11504276718464
Supra Rally,Quadfire™ V2 Symmetric,Propulsion DRS Pearl,5500 LSP,13,2.61,.040,,9000,80,83,45,72.09111488398413,45.189586870401826,53.38801343340507
Supra Rally,Quadfire™ V2 Symmetric,Propulsion DRS Pearl,5500 LSP,14,2.59,.040,,9000,80,83,45,68.54272778720994,48.737973967176025,54.95276322751217
Supra Rally,Quadfire™ V2 Symmetric,Propulsion DRS Pearl,5500 LSP,15,2.57,.040,,9000,80,83,45,64.99434069043575,52.286361063950224,56.54400525535922
Supra Rally,Quadfire™ V2 Symmetric,Propulsion DRS Pearl,5500 LSP,16,2.56,.040,,9000,80,83,45,63.22014714204869,54.060554612337285,57.34700935190167
Top Thrill Solid,Halogen™ V2,Turmoil XP2 Solid,4000 LSS,12,2.65,.026,,4000,65,72,43,70.05455934988227,29.880181819042683,46.32114730567911
Top Thrill Solid,Halogen™ V2,Turmoil XP2 Solid,4000 LSS,13,2.63,.024,,4000,65,72,43,66.68161084959931,32.551375933360745,46.01263119745484
Top Thrill Solid,Halogen™ V2,Turmoil XP2 Solid,4000 LSS,14,2.61,.023,,4000,65,72,43,63.22094305107072,35.66116653890686,46.58685510167314
Top Thrill Solid,Halogen™ V2,Turmoil XP2 Solid,4000 LSS,15,2.59,.023,,4000,65,72,43,59.67255595429653,39.20955363568106,48.30346344108033
Top Thrill Solid,Halogen™ V2,Turmoil XP2 Solid,4000 LSS,16,2.58,.023,,4000,65,72,43,57.89836240590947,40.983747184068115,49.130254615483544
Top Thrill Hybrid,Halogen™ V2,Turmoil XP2 Hybrid,5500 LSP,12,2.65,.026,,9000,74,78,40,80.41595925297112,31.952461799660455,40.06871734228091
Top Thrill Hybrid,Halogen™ V2,Turmoil XP2 Hybrid,5500 LSP,13,2.63,.024,,9000,74,78,40,77.04301075268815,34.62365591397851,39.68986612724782
Top Thrill Hybrid,Halogen™ V2,Turmoil XP2 Hybrid,5500 LSP,14,2.61,.023,,9000,74,78,40,73.58234295415957,37.733446519524634,40.2934215658989
Top Thrill Hybrid,Halogen™ V2,Turmoil XP2 Hybrid,5500 LSP,15,2.59,.023,,9000,74,78,40,70.03395585738538,41.281833616298826,42.12390343171591
Top Thrill Hybrid,Halogen™ V2,Turmoil XP2 Hybrid,5500 LSP,16,2.58,.023,,9000,74,78,40,68.25976230899832,43.05602716468589,43.0289114409005
Fatal Venom,Gear™ Symmetric,Infusion Pearl,5500 LSP,12,2.65,.016,,9000,78,80,47,81.29315223542726,27.566496887379753,35.674189109526615
Fatal Venom,Gear™ Symmetric,Infusion Pearl,5500 LSP,13,2.58,.023,,9000,78,80,47,68.25976230899832,43.05602716468589,43.0289114409005
Fatal Venom,Gear™ Symmetric,Infusion Pearl,5500 LSP,14,2.52,.029,,9000,78,80,47,57.08828522920204,56.3327674023769,50.9324393721914
Fatal Venom,Gear™ Symmetric,Infusion Pearl,5500 LSP,15,2.48,.034,,9000,78,80,47,49.55291454442558,65.62252405206564,57.55101127232389
Fatal Venom,Gear™ Symmetric,Infusion Pearl,5500 LSP,16,2.48,.031,,9000,78,80,47,49.816072439162426,64.30673457838144,56.11225328345515
Top Thrill - Blue/Green,HalogenV2 Symmetric,Turmoil XP Pearl,5500 LSP,12,2.65,.026,,9000,80,80,38,80.41595925297112,31.952461799660455,40.06871734228091
Top Thrill - Blue/Green,HalogenV2 Symmetric,Turmoil XP Pearl,5500 LSP,13,2.63,.024,,9000,80,80,38,77.04301075268815,34.62365591397851,39.68986612724782
Top Thrill - Blue/Green,HalogenV2 Symmetric,Turmoil XP Pearl,5500 LSP,14,2.61,.023,,9000,80,80,38,73.58234295415957,37.733446519524634,40.2934215658989
Top Thrill - Blue/Green,HalogenV2 Symmetric,Turmoil XP Pearl,5500 LSP,15,2.59,.023,,9000,80,80,38,70.03395585738538,41.281833616298826,42.12390343171591
Top Thrill - Blue/Green,HalogenV2 Symmetric,Turmoil XP Pearl,5500 LSP,16,2.58,.023,,9000,80,80,38,68.25976230899832,43.05602716468589,43.0289114409005
Laser Sniper,Hollow Point™,TruShot Polythane,5500 LSP,12,2.75,.003,,90000,0,0,0,0,0,0
Laser Sniper,Hollow Point™,TruShot Polythane,5500 LSP,13,2.73,.006,,90000,0,0,0,0,0,0
Laser Sniper,Hollow Point™,TruShot Polythane,5500 LSP,14,2.69,.014,,90000,0,0,0,0,0,0
Laser Sniper,Hollow Point™,TruShot Polythane,5500 LSP,15,2.68,.010,,90000,0,0,0,0,0,0
Laser Sniper,Hollow Point™,TruShot Polythane,5500 LSP,16,2.67,.010,,90000,0,0,0,0,0,0
Sky Raptor,Affliction™ V2 Symmetric,Dynamic Infusion Pearl,5000 LSS,12,2.64,.029,,5000,77,88,72,70.3399476293135,33.43471278562498,47.20516576185511
Sky Raptor,Affliction™ V2 Symmetric,Dynamic Infusion Pearl,5000 LSS,13,2.57,.040,,5000,77,88,72,56.955680509902024,50.67862902784348,61.15759620067924
Sky Raptor,Affliction™ V2 Symmetric,Dynamic Infusion Pearl,5000 LSS,14,2.50,.053,,5000,77,88,72,43.39597479399939,68.79973825251803,67.69223719452702
Sky Raptor,Affliction™ V2 Symmetric,Dynamic Infusion Pearl,5000 LSS,15,2.48,.055,,5000,77,88,72,39.67214910073397,73.22531833174837,69.52613750103973
Sky Raptor,Affliction™ V2 Symmetric,Dynamic Infusion Pearl,5000 LSS,16,2.48,.053,,5000,77,88,72,39.847587697225194,72.34812534929223,68.67648424133523
Carbide Tank,Gear™ Symmetric,Frixion M4 Solid MCP,1000 LSS,12,2.65,.016,,1000,33,33,55,62.156423029285286,23.739151046151356,40.8660420890329
Carbide Tank,Gear™ Symmetric,Frixion M4 Solid MCP,1000 LSS,13,2.58,.023,,1000,33,33,55,49.12303310285634,39.228681323457494,48.16786959329392
Carbide Tank,Gear™ Symmetric,Frixion M4 Solid MCP,1000 LSS,14,2.52,.029,,1000,33,33,55,37.951556023060064,52.50542156114851,55.70848946882288
Carbide Tank,Gear™ Symmetric,Frixion M4 Solid MCP,1000 LSS,15,2.48,.034,,1000,33,33,55,30.416185338283604,61.79517821083725,61.89721567519268
Carbide Tank,Gear™ Symmetric,Frixion M4 Solid MCP,1000 LSS,16,2.48,.031,,1000,33,33,55,30.679343233020447,60.479388737153045,60.66005577560675
Pride Empire,Dominion™ Asymmetric,Propulsion Pearl,5000 LSP,12,2.63,.028,.007,9000,67,85,61,73.85429572186786,39.21587971672863,43.694004147833084
Pride Empire,Dominion™ Asymmetric,Propulsion Pearl,5000 LSP,13,2.56,.039,.009,9000,67,85,61,59.65921779164566,57.27060676975786,56.71034927896854
Pride Empire,Dominion™ Asymmetric,Propulsion Pearl,5000 LSP,14,2.52,.043,.011,9000,67,85,61,51.40075559430399,66.93257773902934,60.500123251402094
Pride Empire,Dominion™ Asymmetric,Propulsion Pearl,5000 LSP,15,2.50,.042,.010,9000,67,85,61,48.345493201180815,69.63696293917006,60.63267557122011
Pride Empire,Dominion™ Asymmetric,Propulsion Pearl,5000 LSP,16,2.49,.041,.010,9000,67,85,61,46.65901895103937,70.97255999632905,57.93252113989148
VIP ExJ Sigma,Sigma™ Symmetric,Dynamic Infusion Pearl,5000 LSS,14,2.50,.044,,5000,70,83,63,44.18544847820992,64.8523698314654,63.26152446605996
VIP ExJ Sigma,Sigma™ Symmetric,Dynamic Infusion Pearl,5000 LSS,15,2.47,.047,,5000,70,83,63,38.599709938311825,71.49073995031087,66.74942770630516
VIP ExJ Sigma,Sigma™ Symmetric,Dynamic Infusion Pearl,5000 LSS,16,2.48,.041,,5000,70,83,63,40.900219276172564,67.0849674545554,59.44871008610783
Top Thrill - Purple/Red,Halogen V2 Symmetric,Turmoil XP Pearl,5500 LSP,12,2.65,.026,,9000,80,80,38,80.41595925297112,31.952461799660455,40.06871734228091
Top Thrill - Purple/Red,Halogen V2 Symmetric,Turmoil XP Pearl,5500 LSP,13,2.63,.024,,9000,80,80,38,77.04301075268815,34.62365591397851,39.68986612724782
Top Thrill - Purple/Red,Halogen V2 Symmetric,Turmoil XP Pearl,5500 LSP,14,2.61,.023,,9000,80,80,38,73.58234295415957,37.733446519524634,40.2934215658989
Top Thrill - Purple/Red,Halogen V2 Symmetric,Turmoil XP Pearl,5500 LSP,15,2.59,.023,,9000,80,80,38,70.03395585738538,41.281833616298826,42.12390343171591
Top Thrill - Purple/Red,Halogen V2 Symmetric,Turmoil XP Pearl,5500 LSP,16,2.58,.023,,9000,80,80,38,68.25976230899832,43.05602716468589,43.0289114409005
Ascent Pearl Pink/Purple,Recon,MOTIVator-Z,5500 Laser Scan Polished,12,2.62,.038,,9000,87,60,35,74.0407470288625,42.53820033955855,48.3835792223803
Ascent Pearl Pink/Purple,Recon,MOTIVator-Z,5500 Laser Scan Polished,13,2.62,.030,,9000,87,60,35,74.7425014148274,39.02942840973399,43.384844312251666
Ascent Pearl Pink/Purple,Recon,MOTIVator-Z,5500 Laser Scan Polished,14,2.61,.025,,9000,87,60,35,73.40690435766834,38.61063950198077,41.361981695990416
Ascent Pearl Pink/Purple,Recon,MOTIVator-Z,5500 Laser Scan Polished,15,2.59,.025,,9000,87,60,35,69.85851726089416,42.15902659875497,43.16120096513565
Ascent Pearl Pink/Purple,Recon,MOTIVator-Z,5500 Laser Scan Polished,16,2.59,.018,,9000,87,60,35,70.47255234861345,39.08885116015848,39.594351197189205
Blue Tank,Halogen V2 Symmetric,Frixion M3 Pearl MCP,1000 LSS,12,2.65,.026,,1000,38,40,50,61.27923004682914,28.12511595843206,45.166446315577296
Blue Tank,Halogen V2 Symmetric,Frixion M3 Pearl MCP,1000 LSS,13,2.63,.024,,1000,38,40,50,57.90628154654618,30.796310072750114,44.85533260969221
Blue Tank,Halogen V2 Symmetric,Frixion M3 Pearl MCP,1000 LSS,14,2.61,.023,,1000,38,40,50,54.44561374801759,33.906100678296234,45.47214404638429
Blue Tank,Halogen V2 Symmetric,Frixion M3 Pearl MCP,1000 LSS,15,2.59,.023,,1000,38,40,50,50.8972266512434,37.45448777507043,47.27905312990721
Blue Tank,Halogen V2 Symmetric,Frixion M3 Pearl MCP,1000 LSS,16,2.58,.023,,1000,38,40,50,49.12303310285634,39.228681323457494,48.16786959329392
Iron Forge,Detonator™ Symmetric,Infusion MVP Pearl,5000 LSP,12,2.62,.032,,9000,75,90,68,74.56706281833618,39.90662139219013,44.51224981111725
Iron Forge,Detonator™ Symmetric,Infusion MVP Pearl,5000 LSP,13,2.55,.045,,9000,75,90,68,61.007357102433474,58.02773061686477,56.492025141865966
Iron Forge,Detonator™ Symmetric,Infusion MVP Pearl,5000 LSP,14,2.49,.054,,9000,75,90,68,49.57272212790044,72.62026032823991,65.49833748389874
Iron Forge,Detonator™ Symmetric,Infusion MVP Pearl,5000 LSP,15,2.47,.055,,9000,75,90,68,45.93661573288063,76.60724391624217,67.52310617384397
Iron Forge,Detonator™ Symmetric,Infusion MVP Pearl,5000 LSP,16,2.47,.054,,9000,75,90,68,46.02433503112624,76.16864742501411,67.05923573140015
Pride,Dominion™ Asymmetric,Coercion UCS Solid,4000 LSS,12,2.63,.028,.007,4000,60,73,65,63.49289581877901,37.14359973611086,49.90522684610168
Pride,Dominion™ Asymmetric,Coercion UCS Solid,4000 LSS,13,2.56,.039,.009,4000,60,73,65,49.29781788855681,55.19832678914008,61.98630479909458
Pride,Dominion™ Asymmetric,Coercion UCS Solid,4000 LSS,14,2.52,.043,.011,4000,60,73,65,41.03935569121514,64.86029775841158,65.05974039082128
Pride,Dominion™ Asymmetric,Coercion UCS Solid,4000 LSS,15,2.50,.042,.010,4000,60,73,65,37.98409329809196,67.5646829585523,64.97446493186852
Pride,Dominion™ Asymmetric,Coercion UCS Solid,4000 LSS,16,2.49,.041,.010,4000,60,73,65,36.29761904795052,68.90028001571127,62.19110125404451
Trident Odyssey,Turbulent™ Asymmetric,Coercion FYS Solid,2000 LSS,12,2.64,.029,.009,2000,60,73,70,58.99441146077821,35.5439839302963,50.43398598945944
Trident Odyssey,Turbulent™ Asymmetric,Coercion FYS Solid,2000 LSS,13,2.57,.042,.013,2000,60,73,70,43.81308412325388,55.28671477659256,60.90031489299855
Trident Odyssey,Turbulent™ Asymmetric,Coercion FYS Solid,2000 LSS,14,2.51,.054,.017,2000,60,73,70,30.493669632362298,72.81665558327362,72.57104522293807
Trident Odyssey,Turbulent™ Asymmetric,Coercion FYS Solid,2000 LSS,15,2.49,.054,.017,2000,60,73,70,26.945282535588184,76.36504268004774,73.35120553287254
Trident Odyssey,Turbulent™ Asymmetric,Coercion FYS Solid,2000 LSS,16,2.49,.051,.016,2000,60,73,70,27.61384583573043,74.6438478009581,70.34603791504253
Purple Tank,Flux™ Symmetric,Purple Solid Urethane,1000 LSS,14,2.57,.018,,1000,40,47,31,47.78743604569728,38.80989241570428,46.50425590843252
Purple Tank,Flux™ Symmetric,Purple Solid Urethane,1000 LSS,15,2.57,.015,,1000,40,47,31,48.05059394043411,37.49410294202007,45.00152063640224
Purple Tank,Flux™ Symmetric,Purple Solid Urethane,1000 LSS,16,2.57,.013,,1000,40,47,31,48.226032536925345,36.616909959563934,43.98769345223255
Jackal Legacy,Predator™ V2 Asymmetric,Coercion MXC Solid,2000 LSS,12,2.64,.030,.010,2000,46,70,80,58.50128675712719,36.38798582692977,51.167369936736605
Jackal Legacy,Predator™ V2 Asymmetric,Coercion MXC Solid,2000 LSS,13,2.57,.040,.011,2000,46,70,80,44.79933353055592,53.59871098332561,64.75838716556093
Jackal Legacy,Predator™ V2 Asymmetric,Coercion MXC Solid,2000 LSS,14,2.51,.049,.014,2000,46,70,80,32.148482339806584,69.40745691091705,69.96223211738189
Jackal Legacy,Predator™ V2 Asymmetric,Coercion MXC Solid,2000 LSS,15,2.47,.054,.015,2000,46,70,80,24.2077062496248,79.10261896601111,74.98059171730958
Jackal Legacy,Predator™ V2 Asymmetric,Coercion MXC Solid,2000 LSS,16,2.48,.047,.013,2000,46,70,80,27.406745696541964,73.44743916821675,70.49522994074701
Revolt Uprising - LIMITED EDITION,Vanquish™ Symmetric,Helix MXC Solid,1000 LSS,12,2.63,.030,,1000,58,73,71,57.3799657570725,33.427889020118535,47.73833578273927
Revolt Uprising - LIMITED EDITION,Vanquish™ Symmetric,Helix MXC Solid,1000 LSS,13,2.56,.044,,1000,58,73,71,43.73254074292426,51.987594736021165,58.67081010015227
Revolt Uprising - LIMITED EDITION,Vanquish™ Symmetric,Helix MXC Solid,1000 LSS,14,2.50,.056,,1000,58,73,71,32.0347478736543,67.89591392108059,68.4876032948552
Revolt Uprising - LIMITED EDITION,Vanquish™ Symmetric,Helix MXC Solid,1000 LSS,15,2.47,.056,,1000,58,73,71,26.712167228493037,73.21849456624186,70.4226887180145
Revolt Uprising - LIMITED EDITION,Vanquish™ Symmetric,Helix MXC Solid,1000 LSS,16,2.46,.057,,1000,58,73,71,24.850254381860285,75.43128460585706,71.72849021374057
Mythic Jackal,Predator™ V2 Asymmetric,Infusion HV 2:1 Hybrid,5000 LSP,12,2.64,.030,.010,9000,70,85,74,74.23683445754756,39.535095367013845,45.157818682950015
Mythic Jackal,Predator™ V2 Asymmetric,Infusion HV 2:1 Hybrid,5000 LSP,13,2.57,.040,.011,9000,70,85,74,60.53488123097628,56.745820523409684,59.60460904444961
Mythic Jackal,Predator™ V2 Asymmetric,Infusion HV 2:1 Hybrid,5000 LSP,14,2.51,.049,.014,9000,70,85,74,47.88403004022695,72.55456645100112,65.91044659313874
Mythic Jackal,Predator™ V2 Asymmetric,Infusion HV 2:1 Hybrid,5000 LSP,15,2.47,.054,.015,9000,70,85,74,39.94325395004516,82.24972850609518,71.59420932193565
Mythic Jackal,Predator™ V2 Asymmetric,Infusion HV 2:1 Hybrid,5000 LSP,16,2.48,.047,.013,9000,70,85,74,43.14229339696234,76.59454870830082,66.50405481901093
Ripcord Velocity,Oblivion Symmetric,Infusion MVP Pearl,5500 LSP,12,2.65,.028,,9000,73,89,63,80.24052065647989,32.82965478211659,40.9934919136681
Ripcord Velocity,Oblivion Symmetric,Infusion MVP Pearl,5500 LSP,13,2.60,.038,,9000,73,89,63,70.4923599320883,46.08658743633275,49.93367659998841
Ripcord Velocity,Oblivion Symmetric,Infusion MVP Pearl,5500 LSP,14,2.54,.048,,9000,73,89,63,58.97000565930958,61.11771363893604,59.211625771895335
Ripcord Velocity,Oblivion Symmetric,Infusion MVP Pearl,5500 LSP,15,2.53,.047,,9000,73,89,63,57.283531409168056,62.4533106960951,59.423605478907355
Ripcord Velocity,Oblivion Symmetric,Infusion MVP Pearl,5500 LSP,16,2.53,.040,,9000,73,89,63,57.89756649688735,59.383135257498616,59.78247735632858
Supra Enzo,High Impulse™ Symmetric,Infusion Hybrid,5500 LSP,12,2.66,.045,,9000,80,87,58,80.5234861346916,38.51160158460665,47.527389048505604
Supra Enzo,High Impulse™ Symmetric,Infusion Hybrid,5500 LSP,13,2.62,.045,,9000,80,87,58,73.4267119411432,45.608375778155036,50.97968665014678
Supra Enzo,High Impulse™ Symmetric,Infusion Hybrid,5500 LSP,14,2.60,.048,,9000,80,87,58,69.61516694963217,50.47255234861345,54.37161580457949
Supra Enzo,High Impulse™ Symmetric,Infusion Hybrid,5500 LSP,15,2.57,.050,,9000,80,87,58,64.1171477079796,56.67232597623092,57.74675276121622
Supra Enzo,High Impulse™ Symmetric,Infusion Hybrid,5500 LSP,16,2.56,.047,,9000,80,87,58,62.606112054329394,57.13073005093378,56.871403091045536
Allegiant Sniper,Hollow Point™,TruShot Polythane,5500 LSP,12,2.75,.003,,90000,0,0,0,0,0,0
Allegiant Sniper,Hollow Point™,TruShot Polythane,5500 LSP,13,2.73,.006,,90000,0,0,0,0,0,0
Allegiant Sniper,Hollow Point™,TruShot Polythane,5500 LSP,14,2.69,.014,,90000,0,0,0,0,0,0
Allegiant Sniper,Hollow Point™,TruShot Polythane,5500 LSP,15,2.68,.010,,90000,0,0,0,0,0,0
Allegiant Sniper,Hollow Point™,TruShot Polythane,5500 LSP,16,2.67,.010,,90000,0,0,0,0,0,0
Trident Horizon,Sidewinder™ Asymmetric,Coercion MXC Hybrid,4000 LSS,12,2.63,.036,.010,4000,60,80,70,61.57492521659788,41.86858788215164,54.88002346483634
Trident Horizon,Sidewinder™ Asymmetric,Coercion MXC Hybrid,4000 LSS,13,2.56,.051,.015,4000,60,80,70,45.812753877177,62.89391711630936,68.29381281151505
Trident Horizon,Sidewinder™ Asymmetric,Coercion MXC Hybrid,4000 LSS,14,2.52,.049,.013,4000,60,80,70,39.70222909093064,68.3026875165908,69.19256943201187
Trident Horizon,Sidewinder™ Asymmetric,Coercion MXC Hybrid,4000 LSS,15,2.52,.049,.013,4000,60,80,70,39.70222909093064,68.3026875165908,69.19256943201187
Trident Horizon,Sidewinder™ Asymmetric,Coercion MXC Hybrid,4000 LSS,16,2.52,.049,.013,4000,60,80,70,39.70222909093064,68.3026875165908,69.19256943201187
Forge Flare,Detonator™ Symmetric,Coercion MXC Solid,2000 LSS,12,2.62,.032,,2000,53,70,73,58.83151511791582,36.75951185210606,50.3977232889907
Forge Flare,Detonator™ Symmetric,Coercion MXC Solid,2000 LSS,13,2.55,.045,,2000,53,70,73,45.27180940201311,54.8806210767807,61.13398977951545
Forge Flare,Detonator™ Symmetric,Coercion MXC Solid,2000 LSS,14,2.49,.054,,2000,53,70,73,33.83717442748007,69.47315078815583,69.03052790684976
Forge Flare,Detonator™ Symmetric,Coercion MXC Solid,2000 LSS,15,2.47,.055,,2000,53,70,73,30.201068032460267,73.4601343761581,70.84072259160541
Forge Flare,Detonator™ Symmetric,Coercion MXC Solid,2000 LSS,16,2.47,.054,,2000,53,70,73,30.28878733070588,73.02153788493004,70.44561812677408
Venom Recoil,Gear™ APG Asymmetric,Coercion MFS,4000 LSS,12,2.63,.020,.007,4000,53,65,55,64.19465020474392,33.6348278062863,45.9997633305967
Venom Recoil,Gear™ APG Asymmetric,Coercion MFS,4000 LSS,13,2.56,.028,.009,4000,53,65,55,50.26273016925856,50.373765385631316,55.4386973048768
Venom Recoil,Gear™ APG Asymmetric,Coercion MFS,4000 LSS,14,2.50,.033,.012,4000,53,65,55,37.96275617149168,64.42812534831046,63.360670136436845
Venom Recoil,Gear™ APG Asymmetric,Coercion MFS,4000 LSS,15,2.47,.036,.013,4000,53,65,55,31.971612226188178,71.47190087256135,67.3174183172982
Venom Recoil,Gear™ APG Asymmetric,Coercion MFS,4000 LSS,16,2.48,.032,.011,4000,53,65,55,34.9074937783685,67.1325105484512,64.21929551245623
Jackal Flash,Predator™ V2 Asymmetric,Infusion HV Pearl,5000 LSP,14,2.51,.049,.014,9000,80,87,70,47.88403004022695,72.55456645100112,65.91044659313874
